Age,Gender,Kids,Edu,Work Status,Annual Income,Current Occupation,How long have you held this position?: Years,How long have you held this position?: Months,Community size,Country of residence,Marital Status,Number of sons,Number of daughters,(DP 1) I waste a lot of time on trivial matters before getting to the final decisions,(DP 2) Even after I make a decision I delay acting upon it,(DP 3) I don’t make decisions unless I really have to,(DP 4) I delay making decisions until it’s too late,(DP 5) I put off making decisions until it’s too late,(AIP 1) I pay my bills on time,(AIP 2)I am prompt and on time for most appointments.,"(AIP 3)I lay out my clothes the night before I have an important appointment, so I won’t be late",(AIP 4) I find myself running later than I would like to be,(AIP 5) I don’t get things done on time,"(AIP 6) If someone were teaching a course on how to get things done on time, I would attend",(AIP 7) My friends and family think I wait until the last minute.,(AIP 8) I get important things done with time to spare,(AIP 9) I am not very good at meeting deadlines,(AIP 10) I find myself running out of time.,(AIP 11) I schedule doctor’s appointments when I am supposed to without delay,(AIP 12) I am more punctual than most people I know,"(AIP 13) I do routine maintenance (e.g., changing the car oil) on things I own as often as I should",(AIP 14)When I have to be somewhere at a certain time my friends expect me to run a bit late,(AIP 15)Putting things off till the last minute has cost me money in the past,(GP 1)I often find myself performing tasks that I had intended to do days before,"(GP2) I often miss concerts, sporting events, or the like because I don’t get around to buying tickets on time","(GP 3) When planning a party, I make the necessary arrangements well in advance","(GP 4) When it is time to get up in the morning, I most often get right out of bed",(GP 5) A letter may sit for days after I write it before mailing it possible,(GP 6) I generally return phone calls promptly,"(GP 7) Even jobs that require little else except sitting down and doing them, I find that they seldom get done for days",(GP 8) I usually make decisions as soon as possible,(GP 9) I generally delay before starting on work I have to do,"(GP 10) When traveling, I usually have to rush in preparing to arrive at the airport or station at the appropriate time","(GP 11) When preparing to go out, I am seldom caught having to do something at the last minute","(GP 12) In preparation for some deadlines, I often waste time by doing other things","(GP 13) If a bill for a small amount comes, I pay it right away",(GP 14) I usually return a “RSVP” request very shortly after receiving it,(GP 15) I often have a task finished sooner than necessary,(GP 16) I always seem to end up shopping for birthday gifts at the last minute,(GP 17) I usually buy even an essential item at the last minute,(GP 18) I usually accomplish all the things I plan to do in a day,(GP 19) I am continually saying “I’ll do it tomorrow”,(GP 20) I usually take care of all the tasks I have to do before I settle down and relax for the evening,(SWLS 1) In most ways my life is close to my ideal,(SWLS 2)The conditions of my life are excellent,(SWLS 3) I am satisfied with my life.,(SWLS 4) So far I have gotten the important things I want in life,"(SWLS 5) If I could live my life over, I would change almost nothing",Do you consider yourself a procrastinator?,Do others consider you a procrastinator?
21,Female,No Kids,ltuni,student,,0,0,0,Village,Slovenia,Single,0,0,1,3,1,1,1,1,1,1,2,1,1,2,3,1,3,1,1,3,1,1,5,1,1,3,2,2,4,2,1,2,5,3,1,3,4,2,2,4,5,5,4,4,5,5,5,no,no
21,Female,No Kids,ltuni,student,10000,0,0,0,Small City,Slovenia,Single,0,0,4,5,3,3,3,1,1,1,1,2,1,3,5,1,5,5,1,3,1,5,5,4,2,5,1,1,5,2,5,1,5,5,3,3,4,4,2,5,5,5,2,4,1,1,1,yes,yes
21,Male,No Kids,ltuni,student,10000,,0,0,Small Town,Slovenia,Single,0,0,5,5,5,5,5,4,1,3,4,4,5,5,4,3,5,3,1,5,1,4,5,3,5,4,5,4,5,4,5,2,2,5,5,4,5,4,5,5,5,4,1,1,2,2,1,yes,yes
37.5,Male,No Kids,ma,full-time,67500,Technical director,1,2,Large-City,Russia,Married,0,0,4,4,4,3,4,2,3,4,3,3,4,2,3,2,3,3,2,2,4,5,2,1,2,2,3,1,2,3,4,4,2,4,4,2,4,4,1,3,1,2,2,3,3,2,1,yes,no
23,Female,No Kids,deg,student,,0,3,0,Small Town,Barbados,Single,0,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,no,no
24,Female,No Kids,deg,student,,please specify,0,0,Large-City,Philippines,Single,0,0,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,yes,yes
55,Male,No Kids,ltuni,part-time,,audio engineer,17,0,Large-City,Philippines,Divorced,0,0,3,3,2,2,2,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,3,3,2,2,2,no,no
28,Female,Yes Kids,deg,full-time,10000,Research Associate,7,3,Large Town,Philippines,Married,0,1,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,yes,yes
45,Male,No Kids,deg,part-time,55000,Controller,9,8,Medium-Sized,Philippines,Single,0,0,2,3,2,2,2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3,4,4,2,4,yes,yes
37.5,Female,Yes Kids,deg,part-time,10000,businesswoman,4,10,Small City,Philippines,Married,0,1,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,2,2,1,2,1,yes,yes
19,Male,No Kids,ltuni,student,10000,,0,4,Village,Philippines,Single,0,0,4,3,4,2,4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,4,5,4,3,5,yes,yes
45,Female,Yes Kids,dip,full-time,87500,,6,3,Small Town,Philippines,Married,Male,4,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3,3,4,4,3,yes,yes
23,Male,No Kids,deg,part-time,10000,,2,3,8,Philippines,Single,0,0,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,yes,yes
19,Female,No Kids,deg,student,,,0,0,Village,Philippines,Single,0,0,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,yes,no
20,Male,No Kids,deg,student,15000,,0,2,8,Philippines,Single,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,yes,no
28,Female,Yes Kids,ltuni,unemployed,10000,,3,4,Large-City,Philippines,Single,Male,0,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,yes,yes
45,Female,No Kids,deg,part-time,25000,Financial Advisor,0,6,Large Town,Malaysia,Divorced,0,0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,yes,yes
20,Female,No Kids,deg,student,10000,please specify,0,0,Medium-Sized,Malaysia,Single,0,0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,yes,yes
16.5,Male,No Kids,high,student,10000,0,0,0,Large-City,Malaysia,Single,0,0,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,yes,yes
32.5,Male,Yes Kids,phd,full-time,45000,,3,0,Village,Malaysia,Married,Male,0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,no,no
20,Male,No Kids,deg,student,,,2,0,Village,Malaysia,Single,0,0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,yes,no
24,Male,No Kids,deg,unemployed,10000,0,0,0,Large-City,Greece,Single,0,0,4,2,4,4,3,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1,1,2,1,2,yes,yes
24,Male,No Kids,phd,full-time,15000,IT,0,6,Large-City,Greece,Single,0,0,5,2,1,2,3,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3,4,4,4,5,yes,yes
20,Male,No Kids,ltuni,part-time,,Programmer,0,3,Large-City,Greece,Single,0,0,4,3,4,3,3,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,4,4,5,3,4,yes,yes
37.5,Male,Yes Kids,high,full-time,25000,airport ground handler,9,0,Medium-Sized,Greece,Separated,Male,4,3,4,4,3,3,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,1,2,2,1,1,yes,no
32.5,Male,No Kids,ma,full-time,25000,Computer Programmer,2,6,Large-City,Greece,Single,0,0,5,5,3,4,4,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,2,2,3,1,1,yes,yes
67.5,Male,Yes Kids,phd,retired,25000,,0,0,Village,Greece,Married,Male,1,4,4,4,3,3,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,1,1,1,1,4,yes,no
37.5,Male,No Kids,ma,full-time,67500,,14,0,Village,Greece,Single,0,0,2,4,5,4,4,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,2,2,3,2,2,yes,yes
24,Female,No Kids,ltuni,student,10000,,6,0,Small Town,Greece,Single,0,0,5,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,4,4,5,4,5,yes,yes
25,Male,No Kids,ltuni,student,,,0,0,Village,Greece,Single,0,0,4,3,2,2,1,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,2,4,2,2,3,yes,yes
24,Male,No Kids,deg,student,,,0,0,Village,Greece,Single,0,0,4,3,2,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,1,3,1,1,5,yes,yes
45,Female,No Kids,ltuni,part-time,15000, teacher,0,4,Medium-Sized,Denmark,Married,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,yes,no
28,Female,No Kids,deg,student,35000,0,0,0,Medium-Sized,Denmark,Married,0,0,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,yes,yes
28,Female,No Kids,ma,student,15000,,0,0,Small Town,Denmark,,0,0,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,yes,yes
45,Male,Yes Kids,ma,full-time,67500,,1,0,Large Town,Denmark,Married,Male,3,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,yes,yes
37.5,Male,No Kids,ma,student,10000,,0,0,Small Town,Denmark,Married,0,0,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,yes,no
37.5,Male,Yes Kids,ma,full-time,87500,,4,8,Village,Denmark,Married,0,2,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,yes,no
45,Female,Yes Kids,ltuni,full-time,55000,,0,3,Village,Denmark,Married,Male,1,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,yes,no
32.5,Female,No Kids,deg,student,,,0,0,Small Town,Denmark,Single,0,0,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,yes,no
45,Female,Yes Kids,ma,full-time,55000,,1.50E-19,0,Village,Denmark,Divorced,0,1,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,yes,yes
22,Male,No Kids,ltuni,student,10000,Computer Science,5,6,Large-City,Spain,Single,0,0,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,4,3,1,4,4,no,no
21,Male,No Kids,high,student,10000,please specify,17,0,Medium-Sized,Spain,Single,0,0,5,5,1,4,4,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,2,3,2,2,1,yes,yes
22,Male,No Kids,grade,unemployed,10000,Unemployed,0,0,Large Town,Spain,Single,0,0,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,1,1,1,1,1,yes,yes
20,Male,No Kids,ltuni,student,10000,please specify,13,0,Small City,Spain,Single,0,0,4,4,3,2,2,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,2,3,4,4,3,yes,yes
24,Female,No Kids,deg,part-time,15000,EFL Teacher/ Professional Researcher,2,4,Large Town,Spain,Single,0,0,5,3,2,2,2,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,3,3,4,5,4,yes,yes
37.5,Male,No Kids,ma,full-time,55000,0,7,10,Large-City,Spain,Single,0,0,4,3,4,3,3,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,3,3,3,3,3,no,no
45,Male,No Kids,ltuni,full-time,35000,0,2,0,Medium-Sized,Spain,Single,0,0,5,4,4,4,4,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,1,1,1,1,2,yes,yes
45,Male,Yes Kids,phd,full-time,150000,Doctor; Physician,14,0,Large-City,Spain,Married,3,0,4,4,3,3,3,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,2,3,3,3,2,yes,no
32.5,Female,Yes Kids,ma,full-time,15000,,5,0,Small Town,Spain,Married,Female,1,4,4,1,2,2,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,2,2,2,4,2,yes,no
16.5,Male,No Kids,lthigh,student,,,3,0,Rural/Country,Spain,Single,0,0,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,2,5,5,5,5,1,5,1,3,5,5,5,5,5,5,2,2,3,2,2,yes,yes
37.5,Male,No Kids,ma,part-time,15000,,0,7,Village,Spain,Single,0,0,4,4,2,4,3,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3,5,2,3,1,yes,yes
45,Male,Yes Kids,phd,full-time,35000,,6,0,Village,Spain,Married,Female,1,3,3,5,3,3,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,yes,4
37.5,Female,Yes Kids,deg,full-time,35000,,4,6,Small Town,Spain,Single,Male,0,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,3,3,3,3,3,yes,no
28,Male,No Kids,high,full-time,25000,,4,0,Small Town,Spain,Single,0,0,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,1,3,3,1,2,yes,yes
32.5,Male,Yes Kids,ma,full-time,45000,Editor,3,2,Large-City,Chile,Married,0,1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,yes,yes
45,Female,No Kids,ma,full-time,25000,,14,0,Village,Chile,Married,0,0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,no,no
23,Male,No Kids,ltuni,student,10000,,4,6,Small Town,Chile,Single,0,0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,yes,yes
45,Male,Yes Kids,dip,full-time,150000,,9,0,Village,Chile,Separated,Female,0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,yes,yes
55,Female,No Kids,dip,full-time,35000,Software Developer,23,0,Village,Finland,Single,0,0,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,yes,no
28,Male,No Kids,ltuni,student,10000,0,0,0,Medium-Sized,Finland,Single,0,0,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,yes,yes
16.5,Female,No Kids,ltuni,student,10000,0,0,0,Medium-Sized,Finland,Single,0,0,3,2,2,2,2,1,2,2,4,4,2,4,3,3,3,1,4,2,3,3,4,1,3,4,2,3,3,3,4,1,4,4,1,1,3,2,3,3,4,4,3,3,3,4,2,yes,yes
16.5,Female,No Kids,lthigh,student,,,0,0,Village,Finland,Single,0,0,3,4,5,3,3,2,2,2,4,4,4,2,4,3,4,2,3,4,3,2,3,1,4,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,5,5,2,4,1,1,1,yes,no
45,Male,Yes Kids,ma,full-time,45000,,5,0,Large Town,Finland,Divorced,0,1,3,1,3,1,3,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,3,4,3,4,3,no,yes
55,Female,Yes Kids,ma,full-time,10000,,0,4,Small Town,Finland,Divorced,3,0,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,yes,yes
28,Female,No Kids,deg,part-time,15000,,0,0,Large Town,Finland,Single,0,0,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,yes,yes
28,Male,No Kids,deg,unemployed,10000,,0,0,Large Town,Finland,Single,0,0,2,4,4,3,3,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,2,1,2,1,1,yes,yes
28,Female,No Kids,phd,full-time,15000,,4,0,Small Town,Finland,Single,0,0,3,2,3,2,2,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,no,no
22,Male,No Kids,ltuni,student,10000,,0,0,Small Town,Finland,Single,0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,yes,yes
22,Male,No Kids,ltuni,student,10000,,0,0,Small Town,Finland,Single,0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,yes,yes
32.5,Male,Yes Kids,phd,full-time,35000,,0,4,Large Town,Finland,Married,0,1,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,yes,yes
32.5,Male,Yes Kids,ma,full-time,87500,,6,0,Village,Finland,Married,Female,1,5,5,5,5,5,5,4,5,3,2,4,4,4,3,5,4,3,4,3,4,5,3,5,4,4,4,3,4,5,3,3,4,4,4,4,5,5,4,4,4,3,3,3,2,2,yes,yes
55,Male,Yes Kids,deg,full-time,55000,,3,3,Large-City,Finland,Married,0,2,4,4,3,2,2,1,1,5,2,1,1,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,4,1,2,4,3,3,3,5,4,3,4,5,3,3,4,4,3,no,no
45,Male,Yes Kids,deg,full-time,67500,0,17,0,Medium-Sized,Macao,Married,0,3,5,4,3,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,2,3,2,1,4,yes,yes
19,Female,No Kids,ltuni,student,10000,please specify,0,8,Small City,New Zealand,Single,0,0,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,2,3,3,3,4,yes,yes
37.5,Female,No Kids,ma,student,,,0,0,Village,New Zealand,Single,0,0,4,4,4,3,3,2,2,4,3,2,4,5,5,5,4,4,3,4,4,5,5,3,5,5,5,3,4,3,4,3,3,5,2,4,5,4,3,4,4,4,4,4,4,3,4,yes,yes
16.5,Female,No Kids,high,student,10000,,0,1,Small Town,New Zealand,Single,0,0,3,4,5,3,2,3,1,3,2,1,2,1,2,1,2,3,1,5,1,1,3,2,1,5,3,3,3,4,4,1,3,2,2,4,3,2,3,3,3,3,3,3,3,3,2,yes,yes
16.5,Female,No Kids,ltuni,student,10000,,0,0,Medium-Sized,New Zealand,Single,0,0,3,3,3,2,2,3,1,2,3,1,2,2,3,1,3,2,3,3,2,1,2,1,2,4,2,1,3,3,3,2,1,4,4,3,4,2,1,2,4,2,4,4,4,4,3,yes,yes
37.5,Male,No Kids,deg,student,10000,,1,6,Small Town,New Zealand,Single,0,0,5,3,4,3,3,2,3,4,5,5,5,3,5,5,5,5,3,4,3,4,5,5,5,4,4,3,4,3,5,2,3,5,3,3,3,5,5,5,5,4,1,2,2,1,3,yes,yes
16.5,Female,No Kids,lthigh,student,,,0,0,Medium-Sized,New Zealand,,0,0,4,1,4,3,5,1,1,5,3,2,1,4,2,3,3,1,1,2,2,4,5,3,2,3,4,2,4,3,5,2,2,5,1,2,5,2,4,4,4,3,2,1,2,2,3,yes,yes
16.5,Female,No Kids,lthigh,student,,,,0,Rural/Country,New Zealand,,0,0,5,5,4,5,5,4,4,4,4,4,5,5,5,3,5,4,5,5,4,3,5,3,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,5,1,4,1,3,1,yes,yes
28,Male,No Kids,deg,full-time,35000,,14,0,Small Town,New Zealand,Single,0,0,2,3,1,1,1,2,4,4,5,3,5,4,5,2,5,4,5,2,5,3,5,2,3,4,4,3,4,1,4,2,4,3,2,3,4,4,3,4,3,4,4,3,3,3,3,yes,yes
20,Male,No Kids,deg,student,10000,,,0,Village,New Zealand,Single,0,0,4,4,4,3,3,2,4,3,4,4,3,5,4,3,4,4,4,4,4,3,4,3,4,5,3,4,5,4,5,3,4,5,3,4,4,4,3,4,4,4,3,3,3,4,3,yes,yes
22,Male,No Kids,ma,part-time,10000,,0,3,Small Town,New Zealand,Single,0,0,3,4,4,3,3,4,2,4,3,3,3,4,3,3,3,3,4,4,2,4,4,3,2,3,2,3,3,3,4,3,4,4,2,3,4,4,3,3,4,3,3,3,3,3,2,yes,yes
28,Female,No Kids,deg,full-time,45000,,4,3,Village,New Zealand,Single,0,0,4,3,3,1,1,1,1,1,4,2,1,2,2,5,4,3,3,2,4,1,4,2,3,4,4,3,2,3,4,5,3,3,1,1,1,5,2,3,2,4,4,4,5,5,4,yes,yes
24,Female,No Kids,ltuni,full-time,35000,,3,2,Small Town,New Zealand,Single,0,0,2,3,3,2,2,1,2,5,2,3,2,2,3,4,3,4,3,4,2,2,3,4,4,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,4,3,4,4,4,4,4,yes,yes
32.5,Female,Yes Kids,deg,unemployed,10000,,3,0,8,New Zealand,Married,0,2,4,4,2,2,2,1,1,5,3,3,5,4,3,4,4,4,4,4,3,4,5,3,4,5,3,4,5,2,4,4,4,5,1,4,5,3,3,5,4,5,3,3,3,4,3,yes,yes
32.5,Female,Yes Kids,ltuni,part-time,15000,,1,0,Large-City,New Zealand,Married,Male,6,4,4,4,4,4,4,2,3,2,4,5,5,4,5,5,3,3,4,2,5,5,4,4,4,4,3,5,4,5,3,4,5,3,3,4,5,5,4,5,3,2,2,2,2,2,yes,yes
45,Female,Yes Kids,deg,part-time,45000,,6,1,Village,New Zealand,Married,Female,1,2,2,1,1,1,1,2,5,2,3,3,2,4,3,4,1,2,3,2,2,4,1,2,4,3,2,4,2,4,2,4,3,1,2,4,2,2,5,1,4,4,3,5,5,4,yes,no
28,Female,No Kids,ma,student,25000,,0,10,Village,New Zealand,Married,0,0,4,5,4,1,1,3,3,3,5,5,4,5,4,3,5,2,5,5,5,4,5,1,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,5,3,5,4,3,3,4,3,yes,yes
28,Male,No Kids,ltuni,student,10000,please specify,7,6,Large-City,Yugoslavia,Single,0,0,5,4,5,5,5,2,4,4,4,5,5,5,5,5,5,3,4,3,3,5,3,3,2,5,3,2,5,5,5,4,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,yes,yes
21,Male,No Kids,ltuni,student,,,3,0,Village,Yugoslavia,Single,0,0,2,2,4,2,2,2,1,2,2,3,3,4,4,1,3,2,3,2,2,4,4,2,2,2,2,2,3,2,3,1,3,2,3,4,3,4,3,3,4,3,4,4,4,3,4,yes,no
